ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Democratic,11/21/2020 12:00:00 AM,$0.89,$0.90,$0.87,$0.88,30751
Republican,11/22/2020 12:00:00 AM,$0.13,$0.15,$0.11,$0.11,35803
Democratic,11/22/2020 12:00:00 AM,$0.88,$0.89,$0.87,$0.89,36702
Republican,11/23/2020 12:00:00 AM,$0.11,$0.12,$0.05,$0.08,94779
Democratic,11/23/2020 12:00:00 AM,$0.89,$0.95,$0.88,$0.92,91920
Republican,11/24/2020 12:00:00 AM,$0.08,$0.11,$0.06,$0.10,104145
Democratic,11/24/2020 12:00:00 AM,$0.92,$0.95,$0.90,$0.91,85672
Republican,11/25/2020 12:00:00 AM,$0.10,$0.14,$0.08,$0.11,43166
Democratic,11/25/2020 12:00:00 AM,$0.91,$0.92,$0.89,$0.89,45433
Republican,11/26/2020 12:00:00 AM,$0.11,$0.15,$0.09,$0.11,37853
Democratic,11/26/2020 12:00:00 AM,$0.89,$0.92,$0.87,$0.89,26453
Republican,11/27/2020 12:00:00 AM,$0.11,$0.17,$0.10,$0.11,32469
Democratic,11/27/2020 12:00:00 AM,$0.89,$0.91,$0.87,$0.89,56125
Republican,11/28/2020 12:00:00 AM,$0.11,$0.14,$0.10,$0.13,33231
Democratic,11/28/2020 12:00:00 AM,$0.89,$0.90,$0.88,$0.89,23822
Republican,11/29/2020 12:00:00 AM,$0.13,$0.13,$0.11,$0.11,27011
Democratic,11/29/2020 12:00:00 AM,$0.89,$0.90,$0.88,$0.90,34209
Republican,11/30/2020 12:00:00 AM,$0.11,$0.11,$0.08,$0.10,47621
Democratic,11/30/2020 12:00:00 AM,$0.90,$0.91,$0.89,$0.90,30562
Republican,12/1/2020 12:00:00 AM,$0.10,$0.11,$0.09,$0.10,35058
Democratic,12/1/2020 12:00:00 AM,$0.90,$0.91,$0.89,$0.91,39488
Republican,12/2/2020 12:00:00 AM,$0.10,$0.11,$0.09,$0.10,12614
Democratic,12/2/2020 12:00:00 AM,$0.91,$0.91,$0.89,$0.90,36108
Republican,12/3/2020 12:00:00 AM,$0.10,$0.12,$0.10,$0.11,31422
Democratic,12/3/2020 12:00:00 AM,$0.90,$0.91,$0.89,$0.89,33504
Republican,12/4/2020 12:00:00 AM,$0.11,$0.13,$0.10,$0.12,28563
Democratic,12/4/2020 12:00:00 AM,$0.89,$0.91,$0.88,$0.90,49454
Republican,12/5/2020 12:00:00 AM,$0.12,$0.12,$0.10,$0.11,11726
Democratic,12/5/2020 12:00:00 AM,$0.90,$0.91,$0.89,$0.89,34005
Republican,12/6/2020 12:00:00 AM,$0.11,$0.12,$0.10,$0.10,21734
Democratic,12/6/2020 12:00:00 AM,$0.89,$0.91,$0.89,$0.90,22568
Republican,12/7/2020 12:00:00 AM,$0.10,$0.12,$0.09,$0.11,38047
Democratic,12/7/2020 12:00:00 AM,$0.90,$0.92,$0.88,$0.91,41899
Republican,12/8/2020 12:00:00 AM,$0.11,$0.12,$0.09,$0.11,33299
Democratic,12/8/2020 12:00:00 AM,$0.91,$0.92,$0.89,$0.91,45582
Republican,12/9/2020 12:00:00 AM,$0.11,$0.11,$0.09,$0.11,30644
Democratic,12/9/2020 12:00:00 AM,$0.91,$0.92,$0.88,$0.90,62810
Republican,12/10/2020 12:00:00 AM,$0.11,$0.11,$0.07,$0.07,107331
Democratic,12/10/2020 12:00:00 AM,$0.90,$0.95,$0.89,$0.93,153006
Republican,12/11/2020 12:00:00 AM,$0.07,$0.08,$0.02,$0.05,184986
Democratic,12/11/2020 12:00:00 AM,$0.93,$0.98,$0.91,$0.95,221543
Republican,12/12/2020 12:00:00 AM,$0.05,$0.07,$0.03,$0.05,94064
Democratic,12/12/2020 12:00:00 AM,$0.95,$0.98,$0.95,$0.96,199154
Republican,12/13/2020 12:00:00 AM,$0.05,$0.07,$0.04,$0.04,40254
Democratic,12/13/2020 12:00:00 AM,$0.96,$0.97,$0.95,$0.95,54367
Republican,12/14/2020 12:00:00 AM,$0.04,$0.11,$0.02,$0.06,199005
Democratic,12/14/2020 12:00:00 AM,$0.95,$0.97,$0.89,$0.95,150491
Republican,12/15/2020 12:00:00 AM,$0.06,$0.06,$0.01,$0.02,568629
Democratic,12/15/2020 12:00:00 AM,$0.95,$0.99,$0.94,$0.98,737911
Republican,12/16/2020 12:00:00 AM,$0.02,$0.04,$0.02,$0.03,98429
Democratic,12/16/2020 12:00:00 AM,$0.98,$0.98,$0.96,$0.97,138648
Republican,12/17/2020 12:00:00 AM,$0.03,$0.05,$0.03,$0.03,111033
Democratic,12/17/2020 12:00:00 AM,$0.97,$0.98,$0.97,$0.97,99087
Republican,12/18/2020 12:00:00 AM,$0.03,$0.04,$0.01,$0.02,306291
Democratic,12/18/2020 12:00:00 AM,$0.97,$0.99,$0.97,$0.99,299551
Republican,12/19/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,96933
Democratic,12/19/2020 12:00:00 AM,$0.99,$0.99,$0.97,$0.98,71823
Republican,12/20/2020 12:00:00 AM,$0.02,$0.04,$0.02,$0.02,50888
Democratic,12/20/2020 12:00:00 AM,$0.98,$0.99,$0.97,$0.98,85629
Republican,12/21/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,8306
Democratic,12/21/2020 12:00:00 AM,$0.98,$0.98,$0.97,$0.98,47021
